CHAVEAMENTOS: 16389
TME: 7344.40
TMR: 26475.10
VAZAO: 0.049879
TERMINO: t1 t2 t3
DIAGRAMA DE EVENTOS
96119 1004 EXEC
96129 1004 QUANTUM_EX
96129 1005 EXEC
96139 1005 QUANTUM_EX
96139 1004 EXEC
96149 1004 QUANTUM_EX
96149 1005 EXEC
96159 1005 QUANTUM_EX
96159 1004 EXEC
96169 1004 QUANTUM_EX
96169 1005 EXEC
96179 1005 QUANTUM_EX
96179 1004 EXEC
96189 1004 QUANTUM_EX
96189 1005 EXEC
96199 1005 QUANTUM_EX
96199 1004 EXEC
96209 1004 QUANTUM_EX
96209 1005 EXEC
96219 1005 QUANTUM_EX
96219 1004 EXEC
96229 1004 QUANTUM_EX
96229 1005 EXEC
96239 1005 QUANTUM_EX
96239 1004 EXEC
96249 1004 QUANTUM_EX
96249 1005 EXEC
96259 1005 QUANTUM_EX
96259 1004 EXEC
96269 1004 QUANTUM_EX
96269 1005 EXEC
96279 1005 QUANTUM_EX
96279 1004 EXEC
96289 1004 QUANTUM_EX
96289 1005 EXEC
96299 1005 QUANTUM_EX
96299 1004 EXEC
96309 1004 QUANTUM_EX
96309 1005 EXEC
96319 1005 QUANTUM_EX
96319 1004 EXEC
96329 1004 QUANTUM_EX
96329 1005 EXEC
96339 1005 QUANTUM_EX
96339 1004 EXEC
96349 1004 QUANTUM_EX
96349 1005 EXEC
96359 1005 QUANTUM_EX
96359 1004 EXEC
96369 1004 QUANTUM_EX
96369 1005 EXEC
96379 1005 QUANTUM_EX
96379 1004 EXEC
96389 1004 QUANTUM_EX
96389 1005 EXEC
96399 1005 QUANTUM_EX
96399 1004 EXEC
96409 1004 QUANTUM_EX
96409 1005 EXEC
96419 1005 QUANTUM_EX
96419 1004 EXEC
96429 1004 QUANTUM_EX
96429 1005 EXEC
96439 1005 QUANTUM_EX
96439 1004 EXEC
96449 1004 QUANTUM_EX
96449 1005 EXEC
96459 1005 QUANTUM_EX
96459 1004 EXEC
96469 1004 QUANTUM_EX
96469 1005 EXEC
96479 1005 QUANTUM_EX
96479 1004 EXEC
96489 1004 QUANTUM_EX
96489 1005 EXEC
96499 1005 QUANTUM_EX
96499 1004 EXEC
96509 1004 QUANTUM_EX
96509 1005 EXEC
96519 1005 QUANTUM_EX
96519 1004 EXEC
96529 1004 QUANTUM_EX
96529 1005 EXEC
96539 1005 QUANTUM_EX
96539 1004 EXEC
96549 1004 QUANTUM_EX
96549 1005 EXEC
96559 1005 QUANTUM_EX
96559 1004 EXEC
96569 1004 QUANTUM_EX
96569 1005 EXEC
96579 1005 QUANTUM_EX
96579 1004 EXEC
96589 1004 QUANTUM_EX
96589 1005 EXEC
96599 1005 QUANTUM_EX
96599 1004 EXEC
96609 1004 QUANTUM_EX
96609 1005 EXEC
96619 1005 QUANTUM_EX
96619 1004 EXEC
96629 1004 QUANTUM_EX
96629 1005 EXEC
96639 1005 QUANTUM_EX
96639 1004 EXEC
96649 1004 QUANTUM_EX
96649 1005 EXEC
96659 1005 QUANTUM_EX
96659 1004 EXEC
96669 1004 QUANTUM_EX
96669 1005 EXEC
96679 1005 QUANTUM_EX
96679 1004 EXEC
96689 1004 QUANTUM_EX
96689 1005 EXEC
96699 1005 QUANTUM_EX
96699 1004 EXEC
96709 1004 QUANTUM_EX
96709 1005 EXEC
96719 1005 QUANTUM_EX
96719 1004 EXEC
96729 1004 QUANTUM_EX
96729 1005 EXEC
96739 1005 QUANTUM_EX
96739 1004 EXEC
96749 1004 QUANTUM_EX
96749 1005 EXEC
96759 1005 QUANTUM_EX
96759 1004 EXEC
96769 1004 QUANTUM_EX
96769 1005 EXEC
96779 1005 QUANTUM_EX
96779 1004 EXEC
96789 1004 QUANTUM_EX
96789 1005 EXEC
96799 1005 QUANTUM_EX
96799 1004 EXEC
96809 1004 QUANTUM_EX
96809 1005 EXEC
96819 1005 QUANTUM_EX
96819 1004 EXEC
96829 1004 QUANTUM_EX
96829 1005 EXEC
96839 1005 QUANTUM_EX
96839 1004 EXEC
96849 1004 QUANTUM_EX
96849 1005 EXEC
96859 1005 QUANTUM_EX
96859 1004 EXEC
96869 1004 QUANTUM_EX
96869 1005 EXEC
96879 1005 QUANTUM_EX
96879 1004 EXEC
96889 1004 QUANTUM_EX
96889 1005 EXEC
96899 1005 QUANTUM_EX
96899 1004 EXEC
96909 1004 QUANTUM_EX
96909 1005 EXEC
96919 1005 QUANTUM_EX
96919 1004 EXEC
96929 1004 QUANTUM_EX
96929 1005 EXEC
96939 1005 QUANTUM_EX
96939 1004 EXEC
96949 1004 QUANTUM_EX
96949 1005 EXEC
96959 1005 QUANTUM_EX
96959 1004 EXEC
96969 1004 QUANTUM_EX
96969 1005 EXEC
96979 1005 QUANTUM_EX
96979 1004 EXEC
96989 1004 QUANTUM_EX
96989 1005 EXEC
96999 1005 QUANTUM_EX
96999 1004 EXEC
97009 1004 QUANTUM_EX
97009 1005 EXEC
97019 1005 QUANTUM_EX
97019 1004 EXEC
97029 1004 QUANTUM_EX
97029 1005 EXEC
97039 1005 QUANTUM_EX
97039 1004 EXEC
97049 1004 QUANTUM_EX
97049 1005 EXEC
97059 1005 QUANTUM_EX
97059 1004 EXEC
97069 1004 QUANTUM_EX
97069 1005 EXEC
97079 1005 QUANTUM_EX
97079 1004 EXEC
97089 1004 QUANTUM_EX
97089 1005 EXEC
97099 1005 QUANTUM_EX
97099 1004 EXEC
97109 1004 QUANTUM_EX
97109 1005 EXEC
97119 1005 QUANTUM_EX
97119 1004 EXEC
97129 1004 QUANTUM_EX
97129 1005 EXEC
97139 1005 QUANTUM_EX
97139 1004 EXEC
97149 1004 QUANTUM_EX
97149 1005 EXEC
97159 1005 QUANTUM_EX
97159 1004 EXEC
97169 1004 QUANTUM_EX
97169 1005 EXEC
97179 1005 QUANTUM_EX
97179 1004 EXEC
97189 1004 QUANTUM_EX
97189 1005 EXEC
97199 1005 QUANTUM_EX
97199 1004 EXEC
97209 1004 QUANTUM_EX
97209 1005 EXEC
97219 1005 QUANTUM_EX
97219 1004 EXEC
97229 1004 QUANTUM_EX
97229 1005 EXEC
97239 1005 QUANTUM_EX
97239 1004 EXEC
97249 1004 QUANTUM_EX
97249 1005 EXEC
97259 1005 QUANTUM_EX
97259 1004 EXEC
97269 1004 QUANTUM_EX
97269 1005 EXEC
97279 1005 QUANTUM_EX
97279 1004 EXEC
97289 1004 QUANTUM_EX
97289 1005 EXEC
97299 1005 QUANTUM_EX
97299 1004 EXEC
97309 1004 QUANTUM_EX
97309 1005 EXEC
97319 1005 QUANTUM_EX
97319 1004 EXEC
97329 1004 QUANTUM_EX
97329 1005 EXEC
97339 1005 QUANTUM_EX
97339 1004 EXEC
97349 1004 QUANTUM_EX
97349 1005 EXEC
97359 1005 QUANTUM_EX
97359 1004 EXEC
97369 1004 QUANTUM_EX
97369 1005 EXEC
97379 1005 QUANTUM_EX
97379 1004 EXEC
97389 1004 QUANTUM_EX
97389 1005 EXEC
97399 1005 QUANTUM_EX
97399 1004 EXEC
97409 1004 QUANTUM_EX
97409 1005 EXEC
97419 1005 QUANTUM_EX
97419 1004 EXEC
97429 1004 QUANTUM_EX
97429 1005 EXEC
97439 1005 QUANTUM_EX
97439 1004 EXEC
97449 1004 QUANTUM_EX
97449 1005 EXEC
97459 1005 QUANTUM_EX
97459 1004 EXEC
97469 1004 QUANTUM_EX
97469 1005 EXEC
97479 1005 QUANTUM_EX
97479 1004 EXEC
97489 1004 QUANTUM_EX
97489 1005 EXEC
97499 1005 QUANTUM_EX
97499 1004 EXEC
97509 1004 QUANTUM_EX
97509 1005 EXEC
97519 1005 QUANTUM_EX
97519 1004 EXEC
97529 1004 QUANTUM_EX
97529 1005 EXEC
97539 1005 QUANTUM_EX
97539 1004 EXEC
97549 1004 QUANTUM_EX
97549 1005 EXEC
97559 1005 QUANTUM_EX
97559 1004 EXEC
97569 1004 QUANTUM_EX
97569 1005 EXEC
97579 1005 QUANTUM_EX
97579 1004 EXEC
97589 1004 QUANTUM_EX
97589 1005 EXEC
97599 1005 QUANTUM_EX
97599 1004 EXEC
97609 1004 QUANTUM_EX
97609 1005 EXEC
97619 1005 QUANTUM_EX
97619 1004 EXEC
97629 1004 QUANTUM_EX
97629 1005 EXEC
97639 1005 QUANTUM_EX
97639 1004 EXEC
97649 1004 QUANTUM_EX
97649 1005 EXEC
97659 1005 QUANTUM_EX
97659 1004 EXEC
97669 1004 QUANTUM_EX
97669 1005 EXEC
97679 1005 QUANTUM_EX
97679 1004 EXEC
97689 1004 QUANTUM_EX
97689 1005 EXEC
97699 1005 QUANTUM_EX
97699 1004 EXEC
97709 1004 QUANTUM_EX
97709 1005 EXEC
97719 1005 QUANTUM_EX
97719 1004 EXEC
97729 1004 QUANTUM_EX
97729 1005 EXEC
97739 1005 QUANTUM_EX
97739 1004 EXEC
97749 1004 QUANTUM_EX
97749 1005 EXEC
97759 1005 QUANTUM_EX
97759 1004 EXEC
97769 1004 QUANTUM_EX
97769 1005 EXEC
97779 1005 QUANTUM_EX
97779 1004 EXEC
97789 1004 QUANTUM_EX
97789 1005 EXEC
97799 1005 QUANTUM_EX
97799 1004 EXEC
97809 1004 QUANTUM_EX
97809 1005 EXEC
97819 1005 QUANTUM_EX
97819 1004 EXEC
97829 1004 QUANTUM_EX
97829 1005 EXEC
97839 1005 QUANTUM_EX
97839 1004 EXEC
97849 1004 QUANTUM_EX
97849 1005 EXEC
97859 1005 QUANTUM_EX
97859 1004 EXEC
97869 1004 QUANTUM_EX
97869 1005 EXEC
97879 1005 QUANTUM_EX
97879 1004 EXEC
97889 1004 QUANTUM_EX
97889 1005 EXEC
97899 1005 QUANTUM_EX
97899 1004 EXEC
97909 1004 QUANTUM_EX
97909 1005 EXEC
97919 1005 QUANTUM_EX
97919 1004 EXEC
97929 1004 QUANTUM_EX
97929 1005 EXEC
97939 1005 QUANTUM_EX
97939 1004 EXEC
97949 1004 QUANTUM_EX
97949 1005 EXEC
97959 1005 QUANTUM_EX
97959 1004 EXEC
97969 1004 QUANTUM_EX
97969 1005 EXEC
97979 1005 QUANTUM_EX
97979 1004 EXEC
97989 1004 QUANTUM_EX
97989 1005 EXEC
97999 1005 QUANTUM_EX
97999 1004 EXEC
98009 1004 QUANTUM_EX
98009 1005 EXEC
98019 1005 QUANTUM_EX
98019 1004 EXEC
98029 1004 QUANTUM_EX
98029 1005 EXEC
98039 1005 QUANTUM_EX
98039 1004 EXEC
98049 1004 QUANTUM_EX
98049 1005 EXEC
98059 1005 QUANTUM_EX
98059 1004 EXEC
98069 1004 QUANTUM_EX
98069 1005 EXEC
98079 1005 QUANTUM_EX
98079 1004 EXEC
98089 1004 QUANTUM_EX
98089 1005 EXEC
98099 1005 QUANTUM_EX
98099 1004 EXEC
98109 1004 QUANTUM_EX
98109 1005 EXEC
98119 1005 QUANTUM_EX
98119 1004 EXEC
98129 1004 QUANTUM_EX
98129 1005 EXEC
98139 1005 QUANTUM_EX
98139 1004 EXEC
98149 1004 QUANTUM_EX
98149 1005 EXEC
98159 1005 QUANTUM_EX
98159 1004 EXEC
98169 1004 QUANTUM_EX
98169 1005 EXEC
98179 1005 QUANTUM_EX
98179 1004 EXEC
98189 1004 QUANTUM_EX
98189 1005 EXEC
98199 1005 QUANTUM_EX
98199 1004 EXEC
98209 1004 QUANTUM_EX
98209 1005 EXEC
98219 1005 QUANTUM_EX
98219 1004 EXEC
98229 1004 QUANTUM_EX
98229 1005 EXEC
98239 1005 QUANTUM_EX
98239 1004 EXEC
98249 1004 QUANTUM_EX
98249 1005 EXEC
98259 1005 QUANTUM_EX
98259 1004 EXEC
98269 1004 QUANTUM_EX
98269 1005 EXEC
98279 1005 QUANTUM_EX
98279 1004 EXEC
98289 1004 QUANTUM_EX
98289 1005 EXEC
98299 1005 QUANTUM_EX
98299 1004 EXEC
98309 1004 QUANTUM_EX
98309 1005 EXEC
98319 1005 QUANTUM_EX
98319 1004 EXEC
98329 1004 QUANTUM_EX
98329 1005 EXEC
98339 1005 QUANTUM_EX
98339 1004 EXEC
98349 1004 QUANTUM_EX
98349 1005 EXEC
98359 1005 QUANTUM_EX
98359 1004 EXEC
98369 1004 QUANTUM_EX
98369 1005 EXEC
98379 1005 QUANTUM_EX
98379 1004 EXEC
98389 1004 QUANTUM_EX
98389 1005 EXEC
98399 1005 QUANTUM_EX
98399 1004 EXEC
98409 1004 QUANTUM_EX
98409 1005 EXEC
98419 1005 QUANTUM_EX
98419 1004 EXEC
98429 1004 QUANTUM_EX
98429 1005 EXEC
98439 1005 QUANTUM_EX
98439 1004 EXEC
98449 1004 QUANTUM_EX
98449 1005 EXEC
98459 1005 QUANTUM_EX
98459 1004 EXEC
98469 1004 QUANTUM_EX
98469 1005 EXEC
98479 1005 QUANTUM_EX
98479 1004 EXEC
98489 1004 QUANTUM_EX
98489 1005 EXEC
98499 1005 QUANTUM_EX
98499 1004 EXEC
98509 1004 QUANTUM_EX
98509 1005 EXEC
98519 1005 QUANTUM_EX
98519 1004 EXEC
98529 1004 QUANTUM_EX
98529 1005 EXEC
98539 1005 QUANTUM_EX
98539 1004 EXEC
98549 1004 QUANTUM_EX
98549 1005 EXEC
98559 1005 QUANTUM_EX
98559 1004 EXEC
98569 1004 QUANTUM_EX
98569 1005 EXEC
98579 1005 QUANTUM_EX
98579 1004 EXEC
98589 1004 QUANTUM_EX
98589 1005 EXEC
98599 1005 QUANTUM_EX
98599 1004 EXEC
98609 1004 QUANTUM_EX
98609 1005 EXEC
98619 1005 QUANTUM_EX
98619 1004 EXEC
98629 1004 QUANTUM_EX
98629 1005 EXEC
98639 1005 QUANTUM_EX
98639 1004 EXEC
98649 1004 QUANTUM_EX
98649 1005 EXEC
98659 1005 QUANTUM_EX
98659 1004 EXEC
98669 1004 QUANTUM_EX
98669 1005 EXEC
98679 1005 QUANTUM_EX
98679 1004 EXEC
98689 1004 QUANTUM_EX
98689 1005 EXEC
98699 1005 QUANTUM_EX
98699 1004 EXEC
98709 1004 QUANTUM_EX
98709 1005 EXEC
98719 1005 QUANTUM_EX
98719 1004 EXEC
98729 1004 QUANTUM_EX
98729 1005 EXEC
98739 1005 QUANTUM_EX
98739 1004 EXEC
98749 1004 QUANTUM_EX
98749 1005 EXEC
98759 1005 QUANTUM_EX
98759 1004 EXEC
98769 1004 QUANTUM_EX
98769 1005 EXEC
98779 1005 QUANTUM_EX
98779 1004 EXEC
98789 1004 QUANTUM_EX
98789 1005 EXEC
98799 1005 QUANTUM_EX
98799 1004 EXEC
98809 1004 QUANTUM_EX
98809 1005 EXEC
98819 1005 QUANTUM_EX
98819 1004 EXEC
98829 1004 QUANTUM_EX
98829 1005 EXEC
98839 1005 QUANTUM_EX
98839 1004 EXEC
98849 1004 QUANTUM_EX
98849 1005 EXEC
98859 1005 QUANTUM_EX
98859 1004 EXEC
98869 1004 QUANTUM_EX
98869 1005 EXEC
98879 1005 QUANTUM_EX
98879 1004 EXEC
98889 1004 QUANTUM_EX
98889 1005 EXEC
98899 1005 QUANTUM_EX
98899 1004 EXEC
98909 1004 QUANTUM_EX
98909 1005 EXEC
98919 1005 QUANTUM_EX
98919 1004 EXEC
98929 1004 QUANTUM_EX
98929 1005 EXEC
98939 1005 QUANTUM_EX
98939 1004 EXEC
98949 1004 QUANTUM_EX
98949 1005 EXEC
98959 1005 QUANTUM_EX
98959 1004 EXEC
98969 1004 QUANTUM_EX
98969 1005 EXEC
98979 1005 QUANTUM_EX
98979 1004 EXEC
98989 1004 QUANTUM_EX
98989 1005 EXEC
98999 1005 QUANTUM_EX
98999 1004 EXEC
99009 1004 QUANTUM_EX
99009 1005 EXEC
99019 1005 QUANTUM_EX
99019 1004 EXEC
99029 1004 QUANTUM_EX
99029 1005 EXEC
99039 1005 QUANTUM_EX
99039 1004 EXEC
99049 1004 QUANTUM_EX
99049 1005 EXEC
99059 1005 QUANTUM_EX
99059 1004 EXEC
99069 1004 QUANTUM_EX
99069 1005 EXEC
99079 1005 QUANTUM_EX
99079 1004 EXEC
99089 1004 QUANTUM_EX
99089 1005 EXEC
99099 1005 QUANTUM_EX
99099 1004 EXEC
99109 1004 QUANTUM_EX
99109 1005 EXEC
99119 1005 QUANTUM_EX
99119 1004 EXEC
99129 1004 QUANTUM_EX
99129 1005 EXEC
99139 1005 QUANTUM_EX
99139 1004 EXEC
99149 1004 QUANTUM_EX
99149 1005 EXEC
99159 1005 QUANTUM_EX
99159 1004 EXEC
99169 1004 QUANTUM_EX
99169 1005 EXEC
99179 1005 QUANTUM_EX
99179 1004 EXEC
99189 1004 QUANTUM_EX
99189 1005 EXEC
99199 1005 QUANTUM_EX
99199 1004 EXEC
99209 1004 QUANTUM_EX
99209 1005 EXEC
99219 1005 QUANTUM_EX
99219 1004 EXEC
99229 1004 QUANTUM_EX
99229 1005 EXEC
99239 1005 QUANTUM_EX
99239 1004 EXEC
99249 1004 QUANTUM_EX
99249 1005 EXEC
99259 1005 QUANTUM_EX
99259 1004 EXEC
99269 1004 QUANTUM_EX
99269 1005 EXEC
99279 1005 QUANTUM_EX
99279 1004 EXEC
99289 1004 QUANTUM_EX
99289 1005 EXEC
99299 1005 QUANTUM_EX
99299 1004 EXEC
99309 1004 QUANTUM_EX
99309 1005 EXEC
99319 1005 QUANTUM_EX
99319 1004 EXEC
99329 1004 QUANTUM_EX
99329 1005 EXEC
99339 1005 QUANTUM_EX
99339 1004 EXEC
99349 1004 QUANTUM_EX
99349 1005 EXEC
99359 1005 QUANTUM_EX
99359 1004 EXEC
99369 1004 QUANTUM_EX
99369 1005 EXEC
99379 1005 QUANTUM_EX
99379 1004 EXEC
99389 1004 QUANTUM_EX
99389 1005 EXEC
99399 1005 QUANTUM_EX
99399 1004 EXEC
99409 1004 QUANTUM_EX
99409 1005 EXEC
99419 1005 QUANTUM_EX
99419 1004 EXEC
99429 1004 QUANTUM_EX
99429 1005 EXEC
99439 1005 QUANTUM_EX
99439 1004 EXEC
99449 1004 QUANTUM_EX
99449 1005 EXEC
99459 1005 QUANTUM_EX
99459 1004 EXEC
99469 1004 QUANTUM_EX
99469 1005 EXEC
99479 1005 QUANTUM_EX
99479 1004 EXEC
99489 1004 QUANTUM_EX
99489 1005 EXEC
99499 1005 QUANTUM_EX
99499 1004 EXEC
99509 1004 QUANTUM_EX
99509 1005 EXEC
99519 1005 QUANTUM_EX
99519 1004 EXEC
99529 1004 QUANTUM_EX
99529 1005 EXEC
99539 1005 QUANTUM_EX
99539 1004 EXEC
99549 1004 QUANTUM_EX
99549 1005 EXEC
99559 1005 QUANTUM_EX
99559 1004 EXEC
99569 1004 QUANTUM_EX
99569 1005 EXEC
99579 1005 QUANTUM_EX
99579 1004 EXEC
99589 1004 QUANTUM_EX
99589 1005 EXEC
99599 1005 QUANTUM_EX
99599 1004 EXEC
99609 1004 QUANTUM_EX
99609 1005 EXEC
99619 1005 QUANTUM_EX
99619 1004 EXEC
99629 1004 QUANTUM_EX
99629 1005 EXEC
99639 1005 QUANTUM_EX
99639 1004 EXEC
99649 1004 QUANTUM_EX
99649 1005 EXEC
99659 1005 QUANTUM_EX
99659 1004 EXEC
99669 1004 QUANTUM_EX
99669 1005 EXEC
99679 1005 QUANTUM_EX
99679 1004 EXEC
99689 1004 QUANTUM_EX
99689 1005 EXEC
99699 1005 QUANTUM_EX
99699 1004 EXEC
99709 1004 QUANTUM_EX
99709 1005 EXEC
99719 1005 QUANTUM_EX
99719 1004 EXEC
99729 1004 QUANTUM_EX
99729 1005 EXEC
99739 1005 QUANTUM_EX
99739 1004 EXEC
99749 1004 QUANTUM_EX
99749 1005 EXEC
99759 1005 QUANTUM_EX
99759 1004 EXEC
99769 1004 QUANTUM_EX
99769 1005 EXEC
99779 1005 QUANTUM_EX
99779 1004 EXEC
99789 1004 QUANTUM_EX
99789 1005 EXEC
99799 1005 QUANTUM_EX
99799 1004 EXEC
99809 1004 QUANTUM_EX
99809 1005 EXEC
99819 1005 QUANTUM_EX
99819 1004 EXEC
99829 1004 QUANTUM_EX
99829 1005 EXEC
99839 1005 QUANTUM_EX
99839 1004 EXEC
99849 1004 QUANTUM_EX
99849 1005 EXEC
99859 1005 QUANTUM_EX
99859 1004 EXEC
99869 1004 QUANTUM_EX
99869 1005 EXEC
99879 1005 QUANTUM_EX
99879 1004 EXEC
99889 1004 QUANTUM_EX
99889 1005 EXEC
99899 1005 QUANTUM_EX
99899 1004 EXEC
99909 1004 QUANTUM_EX
99909 1005 EXEC
99919 1005 QUANTUM_EX
99919 1004 EXEC
99929 1004 QUANTUM_EX
99929 1005 EXEC
99939 1005 QUANTUM_EX
99939 1004 EXEC
99949 1004 QUANTUM_EX
99949 1005 EXEC
99959 1005 QUANTUM_EX
99959 1004 EXEC
99969 1004 QUANTUM_EX
99969 1005 EXEC
99979 1005 QUANTUM_EX
99979 1004 EXEC
99989 1004 QUANTUM_EX
99989 1005 EXEC
99999 1005 QUANTUM_EX
99999 1004 EXEC
100009 1004 QUANTUM_EX
100009 1005 EXEC
100019 1005 QUANTUM_EX
100019 1004 EXEC
100029 1004 QUANTUM_EX
100029 1005 EXEC
100039 1005 QUANTUM_EX
100039 1004 EXEC
100049 1004 QUANTUM_EX
100049 1005 EXEC
100059 1005 QUANTUM_EX
100059 1004 EXEC
100069 1004 QUANTUM_EX
100069 1005 EXEC
100079 1005 QUANTUM_EX
100079 1004 EXEC
100089 1004 QUANTUM_EX
100089 1005 EXEC
100099 1005 QUANTUM_EX
100099 1004 EXEC
100109 1004 QUANTUM_EX
100109 1005 EXEC
100119 1005 QUANTUM_EX
100119 1004 EXEC
100129 1004 QUANTUM_EX
100129 1005 EXEC
100139 1005 QUANTUM_EX
100139 1004 EXEC
100149 1004 QUANTUM_EX
100149 1005 EXEC
100159 1005 QUANTUM_EX
100159 1004 EXEC
100169 1004 QUANTUM_EX
100169 1005 EXEC
100179 1005 QUANTUM_EX
100179 1004 EXEC
100189 1004 QUANTUM_EX
100189 1005 EXEC
100199 1005 QUANTUM_EX
100199 1004 EXEC
100209 1004 QUANTUM_EX
100209 1005 EXEC
100219 1005 QUANTUM_EX
100219 1004 EXEC
100229 1004 QUANTUM_EX
100229 1005 EXEC
100239 1005 QUANTUM_EX
100239 1004 EXEC
100249 1004 QUANTUM_EX
100249 1005 EXEC
100259 1005 QUANTUM_EX
100259 1004 EXEC
100269 1004 QUANTUM_EX
100269 1005 EXEC
100279 1005 QUANTUM_EX
100279 1004 EXEC
100289 1004 QUANTUM_EX
100289 1005 EXEC
100299 1005 QUANTUM_EX
100299 1004 EXEC
100309 1004 QUANTUM_EX
100309 1005 EXEC
100319 1005 QUANTUM_EX
100319 1004 EXEC
100329 1004 QUANTUM_EX
100329 1005 EXEC
100339 1005 QUANTUM_EX
100339 1004 EXEC
100349 1004 QUANTUM_EX
100349 1005 EXEC
100359 1005 QUANTUM_EX
100359 1004 EXEC
100369 1004 QUANTUM_EX
100369 1005 EXEC
100379 1005 QUANTUM_EX
100379 1004 EXEC
100389 1004 QUANTUM_EX
100389 1005 EXEC
100399 1005 QUANTUM_EX
100399 1004 EXEC
100409 1004 QUANTUM_EX
100409 1005 EXEC
100419 1005 QUANTUM_EX
100419 1004 EXEC
100429 1004 QUANTUM_EX
100429 1005 EXEC
100439 1005 QUANTUM_EX
100439 1004 EXEC
100449 1004 QUANTUM_EX
100449 1005 EXEC
100459 1005 QUANTUM_EX
100459 1004 EXEC
100469 1004 QUANTUM_EX
100469 1005 EXEC
100479 1005 QUANTUM_EX
100479 1004 EXEC
100489 1004 QUANTUM_EX
100489 1005 EXEC
100499 1005 QUANTUM_EX
100499 1004 EXEC
100509 1004 QUANTUM_EX
100509 1005 EXEC
100519 1005 QUANTUM_EX
100519 1004 EXEC
100529 1004 QUANTUM_EX
100529 1005 EXEC
100539 1005 QUANTUM_EX
100539 1004 EXEC
100549 1004 QUANTUM_EX
100549 1005 EXEC
100559 1005 QUANTUM_EX
100559 1004 EXEC
100569 1004 QUANTUM_EX
100569 1005 EXEC
100579 1005 QUANTUM_EX
100579 1004 EXEC
100589 1004 QUANTUM_EX
100589 1005 EXEC
100599 1005 QUANTUM_EX
100599 1004 EXEC
100609 1004 QUANTUM_EX
100609 1005 EXEC
100619 1005 QUANTUM_EX
100619 1004 EXEC
100629 1004 QUANTUM_EX
100629 1005 EXEC
100639 1005 QUANTUM_EX
100639 1004 EXEC
100649 1004 QUANTUM_EX
100649 1005 EXEC
100659 1005 QUANTUM_EX
100659 1004 EXEC
100669 1004 QUANTUM_EX
100669 1005 EXEC
100679 1005 QUANTUM_EX
100679 1004 EXEC
100689 1004 QUANTUM_EX
100689 1005 EXEC
100699 1005 QUANTUM_EX
100699 1004 EXEC
100709 1004 QUANTUM_EX
100709 1005 EXEC
100719 1005 QUANTUM_EX
100719 1004 EXEC
100729 1004 QUANTUM_EX
100729 1005 EXEC
100739 1005 QUANTUM_EX
100739 1004 EXEC
100749 1004 QUANTUM_EX
100749 1005 EXEC
100759 1005 QUANTUM_EX
100759 1004 EXEC
100769 1004 QUANTUM_EX
100769 1005 EXEC
100779 1005 QUANTUM_EX
100779 1004 EXEC
100789 1004 QUANTUM_EX
100789 1005 EXEC
100799 1005 QUANTUM_EX
100799 1004 EXEC
100809 1004 QUANTUM_EX
100809 1005 EXEC
100819 1005 QUANTUM_EX
100819 1004 EXEC
100829 1004 QUANTUM_EX
100829 1005 EXEC
100839 1005 QUANTUM_EX
100839 1004 EXEC
100849 1004 QUANTUM_EX
100849 1005 EXEC
100859 1005 QUANTUM_EX
100859 1004 EXEC
100869 1004 QUANTUM_EX
100869 1005 EXEC
100879 1005 QUANTUM_EX
100879 1004 EXEC
100889 1004 QUANTUM_EX
100889 1005 EXEC
100899 1005 QUANTUM_EX
100899 1004 EXEC
100909 1004 QUANTUM_EX
100909 1005 EXEC
100919 1005 QUANTUM_EX
100919 1004 EXEC
100929 1004 QUANTUM_EX
100929 1005 EXEC
100939 1005 QUANTUM_EX
100939 1004 EXEC
100949 1004 QUANTUM_EX
100949 1005 EXEC
100959 1005 QUANTUM_EX
100959 1004 EXEC
100969 1004 QUANTUM_EX
100969 1005 EXEC
100979 1005 QUANTUM_EX
100979 1004 EXEC
100989 1004 QUANTUM_EX
100989 1005 EXEC
100999 1005 QUANTUM_EX
100999 1004 EXEC
101009 1004 QUANTUM_EX
101009 1005 EXEC
101019 1005 QUANTUM_EX
101019 1004 EXEC
101029 1004 QUANTUM_EX
101029 1005 EXEC
101039 1005 QUANTUM_EX
101039 1004 EXEC
101049 1004 QUANTUM_EX
101049 1005 EXEC
101059 1005 QUANTUM_EX
101059 1004 EXEC
101060 1004 TERMINO
101060 1005 EXEC
101070 1005 QUANTUM_EX
101080 1005 QUANTUM_EX
101090 1005 QUANTUM_EX
101100 1005 QUANTUM_EX
101110 1005 QUANTUM_EX
101120 1005 QUANTUM_EX
101130 1005 QUANTUM_EX
101140 1005 QUANTUM_EX
101150 1005 QUANTUM_EX
101160 1005 QUANTUM_EX
101170 1005 QUANTUM_EX
101180 1005 QUANTUM_EX
101190 1005 QUANTUM_EX
101200 1005 QUANTUM_EX
101210 1005 QUANTUM_EX
101220 1005 QUANTUM_EX
101230 1005 QUANTUM_EX
101240 1005 QUANTUM_EX
101250 1005 QUANTUM_EX
101260 1005 QUANTUM_EX
101270 1005 QUANTUM_EX
101280 1005 QUANTUM_EX
101290 1005 QUANTUM_EX
101300 1005 QUANTUM_EX
101310 1005 QUANTUM_EX
101320 1005 QUANTUM_EX
101330 1005 QUANTUM_EX
101340 1005 QUANTUM_EX
101350 1005 QUANTUM_EX
101360 1005 QUANTUM_EX
101370 1005 QUANTUM_EX
101380 1005 QUANTUM_EX
101390 1005 QUANTUM_EX
101400 1005 QUANTUM_EX
